clinicName,website,city,province,score,tier,email,contactPage,method,status,subject
"7Dental","https://7dentalcentralpark.com/","Ottawa","ON","","","admin@dentalsupport.ca%20","","manual","bounced",""
"Avenue Dental","https://www.avlaserdentistry.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","info@avlaserdentistry.com","","manual","todo",""
"Anata Dental","https://anatadental.com/","Ottawa","ON","","","smile@anatadental.com","","email","followup_2_sent",""
"Welcome | Ottawa, Ontario | Fernbank","https://fernbankdental.com/","Ottawa","ON","","","info@fernbankdental.com","","manual","todo",""
"Clinique dentaire, dentiste à Gatineau","https://www.gatineaudentiste.ca/site/accueil?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","info@ricardettran.ca","","manual","todo",""
"Orthodontist | Ottawa Kemptville ON | Capital Orthodontics","http://www.capitalorthodontics.com/","Ottawa","ON","","","info@capitalorthodontics.com","","manual","bounced",""
"Confident Smiles","http://www.confidentsmilesdentalcenter.com/","Ottawa","ON","","","csdcbooking@gmail.com","","manual","already_equipped",""
"Argyle Associates","https://argyleassociates.com/","Ottawa","ON","","","patientservices@argyleassociates.com","","manual","sent",""
"Welcome | Orleans, ON | Fallingbrook Dental","http://www.fallingbrookdental.com/","Ottawa","ON","","","your@email.com","","manual","already_equipped",""
"Manor Park Dental","https://www.manorparkdental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","hamid@manorparkdental.ca","","manual","bounced",""
"Queensbury Dental","https://barrhavendentist.com/","Ottawa","ON","","","info@queensburydental.ca","","manual","todo",""
"Barrhaven Crossings Dental","https://www.barrhavendentists.ca","Ottawa","ON","","","info@barrhavendentists.ca","","manual","followup_2_sent",""
"Sedation Dentistry","http://sedationdentalgroup.ca/","Ottawa","ON","",""," smile@sedationdentalgroup.ca","","manual","todo",""
"Orthodontist Ottawa Manotick ON | Dr. Nick Karaiskos Orthodontist","https://myottawaorthodontist.com/","Ottawa","ON","","","info@myottawaorthodontist.com","","manual","todo",""
"McAllister Dentistry in Ottawa","https://www.mcallisterdentistry.ca","Ottawa","ON","","","info@mcallisterdentistry.ca","","email","skip_low_quality",""
"Villanova","https://villanovadental.com/locations/terry-fox-office/","Ottawa","ON","","","info@villanovadental.com","","manual","todo",""
"Greenbank Hunt Club Dental in Ottawa | Your Dentist in Ottawa","https://www.greenbankhuntclubdental.ca/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","info@greenbankhuntclubdental.ca","","manual","todo",""
"Cruzado Dentures","https://www.alvarezdentureclinic.com/","Ottawa","ON","","","info@cruzadodentures.ca","","manual","todo",""
"Palladium Orthodontics","https://www.palladiumorthodontics.com/","Ottawa","ON","","","info@palladiumorthodontics.com","","manual","bounced",""
"Gloucester Family","https://gloucesterfamilydentistry.com","Ottawa","ON","","","info@gloucesterfamilydentistry.com","","email","skip_low_quality",""
"CU Smile Dental","https://www.cusmile.ca/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL","Ottawa","ON","","","info@cusmile.ca","","manual","todo",""
"Orthodontist Ottawa & Kanata ON | Van Orthodontics","http://www.vanorthodontics.com/","Ottawa","ON","","","info@vanorthodontics.com","","manual","todo",""
"Orleans Orthodontics. Braces & Invisalign","https://www.orleansorthodontics.com/","Ottawa","ON","","","info@orleansorthodontics.com","","manual","todo",""
"Hazeldean Family Dental Centre","https://hazeldeanfamilydentalcentre.com/","Ottawa","ON","","","info@ismilekanata.ca","","manual","todo",""
"Dr. Kohila Kandasamy & Associates | Family Dentist Gloucester, ON | Emergency Dental Care","https://www.ogilviedental.com","Ottawa","ON","","","info@ogilviedental.com","","email","skip_low_quality",""
"The Hope Dental Care","https://thdcc.com","Ottawa","ON","","","","","email","skip_duplicate",""
"Apple's Dental Clinics","http://www.appledentalclinics.com","Ottawa","ON","","","webmaster@appledentalclinics.com","","manual","bounced",""
"Hazeldean Dental Group","https://www.hazeldeandental.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp","Ottawa","ON","","","info@hazeldeandental.com","","manual","todo",""
"Toothpark Pediatric Dentistry","http://www.toothpark.com/","Ottawa","ON","","","info@toothpark.com","","manual","todo",""
"Burloak Centre","https://www.burloakcentredentistry.com","Hamilton","ON","","","info@burloakcentredentistry.com","","email","skip_low_quality",""
"Dentist in Waterdown | Family Dentist in Waterdown | Waterdown","https://www.citysmilesdental.ca","Hamilton","ON","","","citysmiles.dental2@yahoo.com","","email","low_confidence",""
"Trafalgar Village","https://trafalgarvillagedental.com","Hamilton","ON","","","mailto:info@trafalgarvillagedental.com","","email","unsubscribed",""
"Waterdown","https://www.waterdowndental.com","Hamilton","ON","","","","","manual","unsubscribed",""
"Oakville Family & Cosmetic","http://www.stonehilldental.ca/","Hamilton","ON","","","info@drsaunders.ca","","manual","todo",""
"Waterdown","http://parksidedentalcentre.com","Hamilton","ON","","","","","manual","unsubscribed",""
"White Oaks Dental – Professional and personal service in a comfortable atmosphere","https://greenoakdental.ca/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink","Hamilton","ON","","","office@whiteoaksdental.com","","email","followup_2_sent",""
"Heritagehill","http://heritagehilldental.com/","Hamilton","ON","","","heritagehilldental@bellnet.ca","","manual","sent",""
"Tooth Fairy","https://toothfairydentistry.ca","Hamilton","ON","","","info@toothfairydentistry.ca","","email","skip_low_quality",""
"Burlington, Ontario Dentist - Apple By","https://www.applebydentalclinic.com","Hamilton","ON","","","drkim@rogers.com","","email","cooling_off",""
"Lakeside Family","https://lakesidefamilydental.ca","Hamilton","ON","","","info@lakesidefamilydental.ca","","email","unsubscribed",""
"Bronte Road Family","http://www.oakvillefamilydental.com/","Hamilton","ON","","","info@oakvillefamilydental.com","","manual","todo",""
"Waterdown Family Dentistry","https://waterdownvillagedentistry.ca/","Hamilton","ON","","","waterdownvillagedentistry@gmail.com","","manual","sent",""
"Oakville North","https://northoakvilledental.ca/","Hamilton","ON","","","info@oakvillenorthdentistry.com","","manual","todo",""
"Dentist in Oakville, ON | Foxcreek Dental Office Oakville","https://www.foxcreekdental.ca","Hamilton","ON","","","","","manual","unsubscribed",""
"Ancaster Dental Studio","http://www.ancaster.dental","Hamilton","ON","","","","","manual","unsubscribed",""
"Maple & Mapleview","https://mapledentaloffice.com","Hamilton","ON","","","","","manual","unsubscribed",""
"Fletcher Dental Centre | Family Dentist in Hamilton","https://www.fletcherdentalcentre.ca","Hamilton","ON","","","","","manual","unsubscribed",""
"Burlington Pediatric","https://mybpd.ca","Hamilton","ON","","","info@mybpd.ca","","email","skip_low_quality",""
"Kiwi","https://kiwidental.ca","Hamilton","ON","","","info@kiwidental.ca","","email","unsubscribed",""
"Dentistry at The Grove","https://www.garthdental.ca/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL","Hamilton","ON","","","info@grovedentistry.com","","manual","todo",""
"Mountcrest Dental | Your Friendly Hamilton","https://www.mountcrestdental.com/","Hamilton","ON","","","admin@mountcrestdental.com","","manual","todo",""
"Izzi Dental Care","https://www.hamiltonmountaindentist.ca","Hamilton","ON","","","izzidentalcare@outlook.com","","email","unsubscribed",""
"Smile Design Dental Care | Modern Dentistry Across Ontario","http://smiledesign.ca/","Hamilton","ON","","","info@smiledesign.ca","","manual","todo",""
"Chagger Dental Clinic | Family Dental Care in Ontario","https://www.chaggerdental.ca","Hamilton","ON","","","","","manual","unsubscribed",""
"Red Rose","https://redrosedentistry.ca","Hamilton","ON","","","info@redrosedentistry.ca","","email","skip_low_quality",""
"Estrabillo Dental Group","https://www.drestrabillo.com","Hamilton","ON","","","info@drestrabillo.com","","email","skip_low_quality",""
"Highland Kitchener","https://highlandkitchenerdentist.com","Kitchener","ON","","","info@highlandkitchenerdentist.com","","email","skip_low_quality",""
"Bridgeport Weber Dental Centre","https://www.kwcdental.com/","Kitchener","ON","","","bridgeportweber@kwcdental.com","","manual","sent",""
"Danube Dental Clinic","https://kitchenerfamilydentist.com/","Kitchener","ON","","","","","manual","todo",""
"Endodontist Pike","http://www.dentalspecialtygroup.ca/","Kitchener","ON","","","info@kwrootcanals.com","","manual","todo",""
"University Dental Hygiene Clinic","https://universitydentalhygieneclinic.com","Kitchener","ON","","","info@universitydentalhygieneclinic.com","","manual","followup_2_sent",""
"Best Dental Care & Treatment Services in Kitchener","https://bentondentalclinic.ca","Kitchener","ON","","","info@bentondentalclinic.ca","","email","skip_low_quality",""
"Highland","http://www.highlanddental.ca","Kitchener","ON","","","highlanddentalclinic@gmail.com","","email","cooling_off",""
"Solar","https://solardental.com","Kitchener","ON","","","kitchenerfairway@solardental.com","","email","cooling_off",""
"Kitchener Dentist | KW Dental Clinic | Dr. Ghada Al-Shurafa – Family dentistry located in Westheights plaza in Kitchener, ON. We pride in bringing the best quality dentistry with latest state of the art equipment and highly experienced staff","https://www.westheightsdental.com","Kitchener","ON","","","info@westheightsdental.com","","email","skip_low_quality",""
"Nordic","https://nordicdentistry.com","Kitchener","ON","","","info@nordicdentistry.com","","email","skip_low_quality",""
"Orthodontic Smile Studio | A great smile is for everyone!","https://orthodonticsmilestudio.com/?utm_source=google&utm_medium=gmb","Kitchener","ON","","","info@orthodonticsmilestudio.com","","manual","bounced",""
"Victoria Westmount","https://www.victoriawestmount.ca","Kitchener","ON","","","info@victoriawestmount.ca","","email","skip_low_quality",""
"University Dental","https://www.kwuniversitydental.ca","Kitchener","ON","","","kwuniversitydental@gmail.com","","manual","",""
"kwgumcare","https://kwgumcare.com","Kitchener","ON","","","info@kwgumcare.com","","email","skip_low_quality",""
"Greenbrook","https://greenbrookdentistry.ca","Kitchener","ON","","","greenbrookdentistry@gmail.com","","email","already_equipped",""
"Kuppers + Greene Orthodontics","https://kuppersgreeneortho.com","Kitchener","ON","","","info@kuppersgreeneortho.com","","email","skip_low_quality",""
"247 King","https://247kingdental.com","Kitchener","ON","","","contact@247kingdental.com","","email","skip_low_quality",""
"Your Friendly Kitchener Dentist | www.stationdentaloffice.ca","http://www.stationdentaloffice.ca/","Kitchener","ON","","","","","manual","todo",""
"Westmeadow","http://www.westmeadowdental.com/","Kitchener","ON","","","info@westmeadowdental.com","","manual","todo",""
"Grand River Dental Care","https://grandriverdental.ca/","Kitchener","ON","","","info@grandriverdental.ca","","manual","todo",""
"King Street Dental Centre","http://kingstreetdentalcentre.ca/","Kitchener","ON","","","info@ksdc.ca","","manual","todo",""
"Sante Family","https://santefamilydental.ca/","Kitchener","ON","","","info@santefamilydental.ca","","manual","todo",""
"John Lott Dentist","https://londonnorthdentalcentre.ca/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing","London","ON","","","info@londonnorthdentalcentre.ca","","manual","todo",""
"Imagine Children’s","http://imaginechildrensdentistry.ca/","London","ON","","","xrays@imaginecd.ca","","manual","followup_2_sent",""
"Hyland Dental","https://hylanddental.ca","London","ON","","","info@hylanddental.ca","","email","skip_low_quality",""
"Home","https://www.downtowndentalcentre.ca","London","ON","","","info@downtowndentalcentre.ca","","email","skip_low_quality",""
"Copper Creek","http://coppercreekdental.ca","Markham","ON","","","coppercreekdental@outlook.com","","email","cooling_off",""
"Silver Maple Dental - Best Dentist in Richmond Hill Near You","https://www.silvermapledental.ca","Richmond Hill","ON","","","info@silvermapledental.ca","","email","skip_low_quality",""
"Denturologiste Montréal, prothèse dentaire de qualité","https://denturologistesmobilesduquebec.com/","Montreal","QC","","","info@barriaultdd.ca","","manual","bounced",""
"Collège de Maisonneuve","https://www.cmaisonneuve.qc.ca","Montreal","QC","","","lhtrinh@cmaisonneuve.qc.ca","","email","already_equipped",""
"Dr Mario Bessette","http://www.dentisteriehochelaga.com","Montreal","QC","","","info@dentisteriehochelaga.com","","email","skip_low_quality",""
"Clinique Dentaire HoMa","https://www.cliniquedentairehoma.com","Montreal","QC","","","info@cliniquedentairehoma.com","","email","skip_low_quality",""
"Dentiste Rosemont | Clinique Dentaire | Clinique Dentaire Balla","https://cliniquedentaireballa.com","Montreal","QC","","","info@cliniquedentaireballa.com","","email","skip_low_quality",""
"centredentaireschwartz - Just another WordPress site","http://centredentaireschwartz.com/","Montreal","QC","","","info@centredentaireschwartz.com","","manual","already_equipped",""
"Malka","https://www.cliniquedentairemalka.com","Montreal","QC","","","info@cliniquedentairemalka.com","","email","skip_low_quality",""
"PARO CHIRURGIE MONTRÉAL","https://www.parochirurgiemontreal.ca/","Montreal","QC","","","info@parochirurgiemontreal.ca","","manual","todo",""
"Studio Dentaire | Denturologue et dentiste au Plateau Mont-Royal, à Montréal","https://www.studiodentaire.ca","Montreal","QC","","","contact@studiodentaire.ca","","email","skip_low_quality",""
"Centre Dentaire Katherine Nguyen et Associés","http://clinique-t-nguyen.jany.io/","Montreal","QC","","","","","manual","todo",""
"Clinique Dentaire Cartier","https://cliniquedentairecartier.com/","Montreal","QC","","","info@cliniquedentairecartier.com","","manual","todo",""
"Dentistes Messier Martin","https://www.dentistesmessiermartin.ca/","Montreal","QC","","","info@dentistesmessiermartin.ca","","manual","todo",""
"Centre dentaire Gegati","https://www.centredentaireduquartierdelasante.com/","Montreal","QC","","","info@dentistequartiersante.com","","manual","followup_2_sent",""
